tweets,ClassLabel
white twitter when they get in an argument 8221iwouldvebitch slapped her into,1
fuck a closed casket bitch put me with the tree let me rot throw some seed water me and give me leaf,1
smoke sum bitch,1
rtnoiwant1 billion dollar 4badhoesfromda island and a fine as genie bitch but datz none of,1
rti am so pleased and proud to have been announced the sole curator of the soundtrack for mocking jaypart1,2
r tion even ask light skin bitch for nude nomo fucky all,1
rtdcfri13 bengali harlem lost history south asian am reading convo14thstcc,2
rtindcfri13 bengali harlem reading convo14thsthttp,2
r tit to the point that i dont enjoy watching harden anymore he constantly doe that and it piss me off stop being a bitch,1
lmao ooo white people lmao ort filth when she say come get this pussy 8230,1
stevie j proved that you can turn a hoe into a housewife,1
you mine meaning respect the fact that i dont want you talking chilling or anything with a bitch that use to like you,1
when a bitch trying to flirt with my nigg gai be like,1
falling in love is easy it falling out of love thats a bitch,1
r tim queer a a three dollar bill and my first response to her coming out wa sarcastic wow really never,1
what gerry sends me that damn jig a boo,1
dont play game with a girl who can play better bitch,1
i dont know a bitch in the world that claim they too busy for a nigga they really fuck with,1
attack animal last house on the left by the lake and she got colored eye we should have known lol,2
i hate when i lose something and my mom say well i guess it wasnt that important like bitch you lost me in a grocery st,1
there wa a fly that wa banging into all the window and i called it retarded but then i thought to myself umm im talk i,2
great pussy will have you doing shit you would think you would never do,1
rty all ever wa in the car with ya moma before and you singing every song come in and she be like bitch you know that sch,1
truelife im an emotional clingy bitch,1
rti have zero hoe,1
freeze bitch im gonna steal your heart,1
mansion elan tonight bitch gtgtgt gt,1
r tim such a bitch lmao i really just say whats on my mind though cant help it,1
luckily for my friend ima yellow belt in karate which is unfortunate for the bonner dude lookout,2
lol why they trynamakemimiout2b this bad bitch she is soooo o weak it make me mad and she fuck like a6thgrader,1
jackie weird like bitch hang with pply a age,1
you can ride for a nigga y a whole life new pussy fuck it up in one night,1
bitch please i dont even make my own food,1
hoe be calling hoe shoe when they know they just a much of a hoe a the other hoe they calling a hoe,1
myspace died a couple of year ago facebook in the hospital twitter at the strip club throwing one at the big booty hoe,1
ratchet bitch be like my name is shaniqua as so fat hair so real brown get clap it clap right clap,1
your e becoming a real bitch on this car ride john on me not caring whether or not fountain of wayne make money on tour,1
rtt bti tried on french s outfit for the freshman cover at that shoot high a fuck off weed brownie 8230,1
all my hoe stay mad at mei keep em hot guess they got a fever,1
rti feel bad for all the homies that suffer from canker sore on the reg those bitch hinder the spirit,1
rthe he hoe quote,1
rti need a guy that can put me in my place bitch that think they re zoo animal,1
every girl go thru her hoe phase her freshman year in college,1
nigga got a girl why the fuck you asking girl to text you hoe man hoe,1
you hoe getting outta hand,1
you woman are not wild animal well some you can control your own attitude and put yourself in place u dumb bitch,1
r tit britney bitch,1
when you look like trash and someone compliment you,2
bitch you guessed it,1
lanai taint nuttin ta fuck that bitch dawg fro horseman,1
giant duck pittsburgh duck yellow live stream wpx in of liter duck burgh,2
twinkle twinkle little star i fucked your bitch and stole your car,1
bitch nigga quality is all you can provide,1
yo bitch what cho name bitch i wanna fuck y a bitch jacey the thing she say to me doe bff baby,1
oreo speedwagon fat band,2
r tive talked too much trash for ou to lose today,2
your ea cunt screenshot that,1
yes yes i know all about the fob reconciliation it wa my idea your e welcome,2
you got nigga i got bitch,0
last time xfactor audition came to dublin i auditioned and and a man in a blue monkey,2
all these hoe sooo average of course,1
may be yallho e as nigga should start considering girl feeling shii i think about if a nigga is doing what you redoing,1
the incredible scale of celestial body,2
thats the type of bitch that i hate,1
you little stupid as bitch i a int fucking with you,1
yes she is ghetto bitch,1
shes one of the ugliest woman ive ever seen cross between a reptile and a crow,0
muslim jihadi fighter book ticket on cruise ship to syria and iraq,2
fuck shes a basic bitch,1
my ex told me once she wanted me together a gift that would take her breath away so i got that bitch a treadmill,1
rtn un fucking bitch getting money,1
r til yura bad bitch,1
rti really do get excited to see my bad bitch association in lunch every day they always make me laugh,1
rtnpbignignig,2
ya by being your bitch,1
rti love me some down as bitch,1
rti wish i had pretty colored eye,2
r tru african because ur african bitch,1
if youre a freshman and you vefucked14 of the boy in the senior class your ea hoe not cute,1
pretty bitch rep taylor gang holla h lmfao o,1
like bitch you already know the answer it all for bri duh,1
shimmy shimmy y a bitch,1
rtis you a girl or a guy is you my mom or is you my dad ima butch dyke,0
rti believe the time for uncouth uncivilised people to be sentenced to death for racial slur attack against ne citizen,1
only an extreme lowlife bitch abt her junior in public rajdeep reveals his ugly character in ny http,1
report what u want but physically chasing hounding is uncivilised also in case of bansal gad kari,2
claim shoe dont exist use shoe in her name,1
rty all look fucking retarded with yall s pant down to your ankle,1
when you know you dealing with hoe,1
amanda want fizz to protect her this dude told yo as on multiple occasion to let this bitch be,1
dont ever be afraid to double bitch down ppl always expect you to be like im sorry if i got loud or im sorry tos,1
rti thank every broad in the universe who take that step forward put colored contact in her eye thats one le person,2
gemini get irritated by jealous bitch,1
come on yankee let keep this game going we must win,2
an ohio inmate sum up what lebron james return mean for cleveland leb,2
hell yeah benihana up in this bitch,1
you called me a pussy tough guy let see how tegan kiss right bicep and sara kiss left bicep feel about that,1
martin short onconanoct32014 with your yellow skin and red hair you look like a2pencil8230,2
flip the senate on the most corrupt administration ever chicago politics in the wh harry reidishisbitch8230,1
rty all have six different personality and 3 different bitch you spitgametoandlie247 but we need to grow up lm,1
good morning to you too sunshine dirty bitch,1
in which i refresh dhimmi seattle mayor ed murray poor memory of city long history a a jihadi breeding ground gth,2
mass gop gov elect charlie baker no driver license for illegal alien gt no amnesty,2
all these form and bitch you still dont get what im saiyan,1
cuz bitch love pizza,1
when lil wayne said why give a bitchy a heart when she rather have a purse,1
bitch came over yeah we threw a party,1
but then again ia int never worried bout no bitch nor nigga,1
donna tax are gonna go up moulin yan lol,2
rtitspaidforonly30k mile and the bitch always have my money,1
friday faves this bitch is dressed for church the club the gym and to slay vampire 8230,1
realest tweet i seen today dyke bitch are rehab for hoe and once im healed back to the dick i go,0
these bitch fine fare supermarket,1
if you call my mom a bitch your getting knocked out on mama,1
sonia never criticises kejriwalkejriwalwho trash every other leader never criticises sonia touching,2
rti think im addicted to naked picture and sitting taking bout bitch that we almost had,1
